imdb_title,imdb_rank_toptv,imdb_series_type,imdb_ongoing,imdb_year_start,imdb_year_end,trakt_rating_imdb,trakt_vote_count_imdb,trakt_full_runtime_min,trakt_avg_ep_runtime_min,trakt_networks,trakt_country_of_origin,trakt_genres,trakt_studios,trakt_creators,trakt_num_of_episodes,trakt_num_of_seasons,trakt_series_regulars,trakt_guest_stars,wiki_created_by,wiki_written_by,wiki_executive_producers,wiki_producers,wiki_cinematography,wiki_editors
Blackadder II,152,TV Series,No,1986,1986,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Mr. Bean,153,TV Series,No,1990,1995,8.6,"144,000",351,25,['ITV'],United Kingdom,['Comedy'],"['Thames Television', 'Tiger Television Productions', 'Tiger Aspect Productions', 'Richard Purdum Productions', 'Varga Holdings']",Rowan Atkinson,14,1,['Rowan Atkinson'],"['Matilda Ziegler', 'Robin Driscoll', 'Nick Hancock', 'Rupert Vansittart', 'Matthew Ashforde', 'Howard Goodall', 'Roger Sloman', 'Hugo Mendez', 'C.J. Allen', 'Susie McKenna', 'Christopher Driscoll', 'Rupert Bates', 'Caroline Quentin', 'Richard Briers', 'Roger Lloyd Pack']","['Rowan Atkinson', 'Richard Curtis']","['Ben Elton', 'Richard Curtis', 'Robin Driscoll', 'Rowan Atkinson']",['Peter Bennett-Jones'],"['John Howard Davies', 'Sue Vertue', 'Peter Bennett-Jones']",N.A.,N.A.
Shōgun,154,TV Series,No,2024,2026,8.6,"224,000",595,62,['Hulu'],United States,"['Drama', 'War']","['FX Productions', 'Michael De Luca Productions', 'Gate 34']",Justin Marks,10,1,"['Hiroyuki Sanada', 'Cosmo Jarvis', 'Anna Sawai', 'Tadanobu Asano', 'Takehiro Hira', 'Tommy Bastow', 'Fumi Nikaido']","['Yuki Kedoin', 'Akiko Kobayashi', 'Yuki Kura', 'Saeko Kimura', 'Eushin Lee', 'Hiroto Kanai', 'Moeka Hoshi', 'Hiromoto Ida', 'Takeshi Kurokawa', 'Shinnosuke Abe', 'Yutaro Ryan Oka', 'Jodai Suzuki', 'Tokuma Nishioka', 'Sen Mars', 'Mako Fujimoto']","['Rachel Kondo', 'Justin Marks']",N.A.,"['Michaela Clavell', 'Rachel Kondo', 'Michael De Luca', 'Edward L. McDonnell', 'Justin Marks']","['Jamie Vega Wheeler', 'Eriko Miyagawa', 'Hiroyuki Sanada', 'Erin Smith', 'Tom Winchester']","['Christopher Ross', 'Sam McCurdy', 'Marc Laliberté', 'Aril Wretblad']","['Maria Gonzales', 'Aika Miyake', 'Thomas A. Krueger']"
The Offer,155,TV Mini Series,No,2022,2022,8.6,"44,100",585,540,['Paramount+'],United States,['Drama'],"['DXD Films', 'The White Mountain Company', 'Black Mass Productions', 'Paramount Television']",Michael Tolkin,10,1,"['Miles Teller', 'Matthew Goode', 'Dan Fogler', 'Burn Gorman', 'Colin Hanks', 'Giovanni Ribisi', 'Juno Temple', 'Jack Trout']","['Jake Cannavale', 'Lou Ferrigno', 'Josh Zuckerman', 'Anthony Ippolito', 'Meredith Garretson', 'Anthony Skordi', 'Joseph Russo', 'Patrick Gallo', 'James Madio', 'Paul McCrane', 'Eric Balfour', 'T.J. Thyne', 'Annie Funke', 'Tracy Silver', 'Nora Arnezeder']",['Michael Tolkin'],N.A.,"['Miles Teller', 'Dexter Fletcher', 'Leslie Greif', 'Albert S. Ruddy', 'Michael Tolkin', 'Nikki Toscano', 'Michael Scheel']",['Dalia Ibelhauptaitė'],"['Salvatore Totino', 'Elie Smolkin']","['Matt Barber', 'David Trachtenberg', 'Tanya M. Swerling']"
Haikyu!!,156,TV Series,No,2014,2020,8.7,"44,900","2,040",24,"['MBS', 'TBS', 'CBC', 'BSN', 'tys']",Japan,"['Anime', 'Comedy', 'Drama']","['Mainichi Broadcasting System (MBS)', 'Production I.G', 'Toho Company', 'Ltd.', 'Shueisha', 'Dentsu', 'Movic', 'Sony Music Entertainment Japan']",N.A.,85,4,"['Ayumu Murase', 'Kaito Ishikawa', 'Ryota Takeuchi']","['Yuu Hayashi', 'Satoshi Hino', 'Miyu Irino', 'Koki Uchiyama', 'Soma Saito', 'Nobuhiko Okamoto', 'Yoshimasa Hosoya', 'Hiroshi Kamiya', 'Toshiki Masuda', 'Kaori Nazuka', 'Kazunari Tanaka', 'Nobuyori Sagara', 'Tomoaki Maeno', 'Sumire Morohoshi', 'Shuhei Sakaguchi']",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
The Return of Sherlock Holmes,157,TV Series,No,1986,1988,8.7,"13,700",558,60,N.A.,United Kingdom,['Drama'],N.A.,N.A.,11,1,"['Jeremy Brett', 'Edward Hardwicke']",[],N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Crash Landing on You,158,TV Series,No,2019,2020,8.7,"50,900","1,369",70,['tvN'],"Korea, Republic of","['Drama', 'Comedy', 'Romance']","['Studio Dragon', 'Culture Depot']",Lee Jeong-hyo,16,1,"['Hyun Bin', 'Son Ye-jin', 'Seo Ji-hye', 'Kim Jung-hyun', 'Yang Kyung-won', 'Yoo Su-bin', 'Lee Sin-young', 'Tang Joon-sang', 'Kim Sun-young', 'Kim Jung-nan', 'Jang So-yeon']","['Cha Chung-hwa', 'Oh Man-seok', 'Park Hyoung-soo', 'Ko Kyu-phil', 'Hwang Woo-seul-hye', 'Yoon Ji-min', 'Kim Young-min', 'Park Myung-hoon', 'Pang Eun-jin', 'Jang Hye-jin', 'Hong Woo-jin', 'Choi Dae-hoon', 'Nam Kyung-eup', 'Lim Cheol-soo', 'Jeon Kuk-hwan']",['Studio Dragon'],['Park Ji-eun'],"['Um Hyun-gi', 'Jang Young-woo', 'Lee Ji-hyun', 'Kang Jin-i']","['Kim Seon-jung', 'Park Ji-young', 'Lee Se-hee']",N.A.,N.A.
The Penguin,159,TV Mini Series,No,2024,2024,8.6,"203,000",466,42,['HBO'],United States,"['Crime', 'Drama']","['6th & Idaho', 'Dylan Clark Productions', 'Warner Bros. Television', 'DC Studios', 'Acid and Tender Productions', 'Chapel Place Productions', 'Zobot Projects']",Lauren LeFranc,8,1,"['Colin Farrell', 'Cristin Milioti', 'Rhenzy Feliz', ""Deirdre O'Connell"", 'Clancy Brown', 'Carmen Ejogo', 'Shohreh Aghdashloo', 'Theo Rossi', 'Michael Kelly']","['David H. Holmes', 'Daniel J. Watts', 'Myles Humphus', 'Aria Shahghasemi', 'Robert Lee Leng', 'Daren Donofrio', 'James Madio', 'Joshua Bitton', 'Craig Walker', 'Tess Soltau', 'Hunter Emery', 'Jessie Pinnick', 'Jared Abrahamson', 'François Chau', 'Kenzie Grey']",N.A.,N.A.,"['Lauren LeFranc', 'Matt Reeves', 'Dylan Clark', 'Craig Zobel', 'Colin Farrell', 'Bill Carraro', 'Daniel Pipski']","['Dana Robin', 'Nick Towne', 'Corina Maritescu', 'Claudine Farrell']","['Darran Tiernan', 'Jonathan Freeman', 'David Franco', 'Zoë White']","['Henk Van Eeghen', 'Meg Reticker', 'Andy Keir']"
The Jinx: The Life and Deaths of Robert Durst,160,TV Series,No,2015,2024,8.6,"56,100",592,279,['HBO'],United States,"['Documentary', 'Crime']","['HBO', 'Hit the Ground Running Films', 'Blumhouse Television', 'HBO Documentary Films']",Marc Smerling,12,2,"['Robert Durst', 'Andrew Jarecki', 'Marc Smerling', 'Zachary Stuart-Pontier', 'Lynda Obst', 'Jeanine Pirro', 'Charles Bagli', 'Cody Cazalas', 'Gilberte Najamy', 'Ellen Strauss', 'Joe Becerra']",[],"['Andrew Jarecki', 'Marc Smerling', 'Zac Stuart-Pontier']","['Andrew Jarecki', 'Marc Smerling', 'Zac Stuart-Pontier', 'Sam Neave']","['Jason Blum', 'Zac Stuart-Pontier', 'Andrew Jarecki', 'Nancy Abraham', 'Lisa Heller', 'Sara Rodriguez', 'Kyle Martin']","['Marc Smerling', 'Andrew Jarecki', 'Charlotte Kaufman', 'Sam Neave']","['Marc Smerling', 'David Paul Jacobson']","['Zac Stuart-Pontier', 'Sam Neave', 'Lance Edmands', 'David Tillman']"
Gomorrah,161,TV Series,No,2014,2021,8.6,"47,500","2,815",55,['Sky Atlantic'],Italy,"['Crime', 'Drama']","['Fandango', 'Cattleya']",Roberto Saviano,58,5,"['Salvatore Esposito', 'Fabio De Caro', ""Marco D'Amore"", 'Fortunato Cerlino', 'Ivana Lotito', 'Arturo Muselli', ""Cristiana Dell'Anna"", 'Maria Pia Calzone', 'Marco Palvetti', 'Christian Giroso', 'Luciano Giugliano', 'Loris De Luna', 'Gaetano Di Vaio', 'Denise Capezza', 'Gianluca Di Gennaro', 'Cristina Donadio', 'Anna Iodice', 'Stella Dlangalala', 'Thandi Make', 'Mimmo Borrelli', 'Tania Garribba', 'Carmine Paternoster', 'Nunzia Schiano', 'Antonio Ferrante']","['Giovanni Buselli', ""Marco D'Amore"", 'Arturo Muselli', 'Christian Giroso', 'Cristina Donadio', 'Alessio Gallo', 'Alessandro Palladino', 'Gabriele Guerra', 'Gianni Spezzano', 'Roberto Oliveri', 'Domenico Cuomo', ""Cristiana Dell'Anna"", 'Lino Musella', 'Domenico Balsamo', 'Elena Starace']",['Roberto Saviano'],N.A.,"['Roberto Saviano', 'Paolo Carnera']","['Stefano Sollima', 'Francesca Comencini']",N.A.,N.A.
Pose,162,TV Series,No,2018,2021,8.6,"35,000","1,419",42,['FX'],United States,['Drama'],"['Fox 21 Television Studios', 'FX Productions', 'Color Force', 'Ryan Murphy Productions', 'Brad Falchuk Teley-vision']",Steven Canals,26,3,"['Michaela Jaé Rodriguez', 'Dominique Jackson', 'Billy Porter', 'Indya Moore', 'Angel Bismark Curiel', 'Dyllón Burnside', 'Hailie Sahar', 'Angelica Ross', 'Charlayne Woodard', 'Ryan Jamaal Swain', 'Jiggly Caliente', 'Kate Mara', 'Evan Peters', 'James Van Der Beek', 'Jason A. Rodriguez', 'Jeremy Pope']","['Sandra Bernhard', 'Patti LuPone', 'Our Lady J', 'Jason A. Rodriguez', 'Blaine Alden Krauss', 'Damaris Lewis', 'Jeremy McClain', 'Brielle Rheames', 'Kevin Loreque', 'Dashaun Wesley Williams', 'Danielle Cooper', 'Trace Lysette', 'Bianca Castro', 'Christopher Meloni', 'Ryan Jamaal Swain']","['Ryan Murphy', 'Brad Falchuk', 'Steven Canals']",N.A.,"['Ryan Murphy', 'Brad Falchuk', 'Nina Jacobson', 'Janet Mock', 'Brad Simpson', 'Alexis Martin Woodall', 'Sherry Marsh', 'Steven Canals']","['Our Lady J', 'Lou Eyrich', 'Erica Kay', 'Kip Davis Myers']","['Simon Dennis', 'Nelson Cragg']",N.A.
El Chavo del Ocho,163,TV Series,No,1972,1983,8.7,"13,500","7,181",23,['Las Estrellas'],Mexico,"['Comedy', 'Family', 'Drama']",['Televisa'],Roberto Gómez Bolaños,312,7,"['Roberto Gómez Bolaños', 'Ramón Valdés', 'Carlos Villagrán', 'María Antonieta de las Nieves', 'Florinda Meza García', 'Rubén Aguirre', 'Angelines Fernández', 'Edgar Vivar', 'Horacio Gómez Bolaños', ""Raúl 'Chato' Padilla""]","[""Raúl 'Chato' Padilla"", 'María Luisa Alcalá', 'Ricardo de Pascual', 'Héctor Bonilla', 'Abraham Stavans', 'José Antonio Mena', 'Maribel Fernández', 'Janet Arceo', 'José Luis Fernández', 'Angélica María', 'Raúl Velasco', 'Gabriel Fernández Carrasco', 'Edgar Wald']",['Roberto Gómez Bolaños'],"['Roberto Gómez Bolaños', 'Francisco Gómez Bolaños']",N.A.,"['Roberto Gómez Bolaños', 'Carmen Ochoa', 'Enrique Segoviano']",N.A.,N.A.
Yes Minister,164,TV Series,No,1980,1984,8.6,"17,700",630,30,['BBC Two'],United Kingdom,"['Comedy', 'War']",['BBC'],Jonathan Lynn,21,3,"['Paul Eddington', 'Nigel Hawthorne', 'Derek Fowlds']","['Diana Hoddinott', 'John Nettleton', 'Neil Fitzwiliam', 'John Savident', 'John Barron', 'Richard Vernon', 'Nigel Stock', 'Ian Lavender', 'Tenniel Evans', 'Peter Cellier', 'Frederick Jaeger', 'Ivor Roberts', 'Jerome Willis', 'Eleanor Bron', 'Graeme Garden']",N.A.,['Antony Jay Jonathan Lynn'],N.A.,['Stuart Allen Sydney Lotterby Peter Whitmore'],N.A.,N.A.
Blackadder the Third,165,TV Series,No,1987,1987,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Scavengers Reign,166,TV Mini Series,No,2023,2023,8.6,"29,800",302,25,['Max'],United States,"['Fantasy', 'Science Fiction', 'Drama', 'Animation']","['Titmouse', 'Green Street Pictures']",Joseph Bennett,12,1,"['Sunita Mani', 'Wunmi Mosaku', 'Alia Shawkat', 'Bob Stephenson', 'Ted Travelstead']","['Pollyanna McIntosh', 'Dash Williams', 'Sepideh Moafi', 'Freddy Rodríguez', 'Chris Diamantopoulos', 'Okieriete Onaodowan', 'Skyler Gisondo', 'Masha King', 'James Kyson']","['Joseph Bennett', 'Charles Huettner']",N.A.,"['Joseph Bennett', 'Charles Huettner', 'Chris Prynoski', 'Ben Kalina', 'Antonio Canobbio', 'Sean Buckelew', 'James Merrill']",N.A.,N.A.,['Jason Klein']
Greatest Events of WWII in Colour,167,TV Mini Series,No,2019,2019,8.6,"11,700",502,50,['Discovery'],United Kingdom,"['Documentary', 'War']",['World Media Rights Production'],N.A.,10,1,['Derek Jacobi'],"['Adolf Hitler', 'Winston Churchill', 'Franklin D. Roosevelt', 'Joseph Stalin', 'Dwight D. Eisenhower', 'George S. Patton', 'Benito Mussolini', 'Joseph Goebbels', 'Albert Einstein', 'Neville Chamberlain', 'Hermann Göring', 'Isoroku Yamamoto', 'James Doolittle', 'Chester W. Nimitz', 'Heinrich Himmler']",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
The Bureau,168,TV Series,No,2015,2020,8.7,"16,900","2,669",55,['Canal+'],France,"['Drama', 'Crime']","['TOP - The Oligarchs Productions', 'H Films', 'Federation Entertainment']",Éric Rochant,50,5,"['Jonathan Zaccaï', 'Jules Sagot', 'Irina Muluile', 'Alexandre Brasseur', 'Hacène Benzerari', 'Alba Gaïa Bellugi', 'Mathieu Kassovitz', 'Sara Giraudeau', 'Zineb Triki', 'Florence Loiret Caille', 'Léa Drucker', 'Pauline Étienne', 'Jean-Pierre Darroussin', 'Stefan Crepon', 'Oleksiy Horbunov', 'Mathieu Amalric', 'Anne Azoulay', 'Artus', 'Louis Garrel', 'Ziad Bakri', 'Maryana Spivak', 'Dinara Drukarova', 'Surho Sugaipov', 'Melisa Sözen', 'Michaël Abiteboul']","['Brad Leland', 'Moe Bar-El', 'Illyès Salah', 'Anatolii Panchenko', 'Sarah Kazemy', 'Mohammad Bakri', 'Alice Belaïdi', 'Samy Seghir', 'Nasser Memarzia', 'Leonid Glushchenko', 'Atmen Kelif', 'Gwenaël Clause', 'Serhii Shliakhtiuk', 'Émilie Caen', 'Mathieu Kassovitz']",['Éric Rochant'],['Éric Rochant Camille de Castelnau Cécile Ducrocq Emmanuel Bourdieu'],"['Eric Rochant', 'Alex Berger', 'Pascal Breton']",N.A.,N.A.,N.A.
Anne with an E,169,TV Series,No,2017,2019,8.6,"74,000","1,252",47,['CBC Television'],Canada,"['Family', 'Drama']","['Northwood Entertainment', 'Northwood Pictures']",Moira Walley-Beckett,27,3,"['Amybeth McNulty', 'Geraldine James', 'R.H. Thomson', 'Lucas Jade Zumann', 'Dalila Bela', 'Joanna Douglas', 'Corrine Koslo']","['Helen Johns', 'Aymeric Jett Montaz', 'Kyla Matthews', 'Jonathan Holmes', 'Lia Pappas-Kemps', 'Jacob Ursomarzo', 'Miranda McKeon', 'Jacob Horsley', 'Dalmar Abuzeid', 'Glenna Walters', 'Corrine Koslo', 'Kyle Meagher', 'Daimen Landori-Hoffman', 'Philip Williams', 'Ryan Kiera Armstrong']",['Moira Walley-Beckett'],N.A.,"['Elizabeth Bradley', 'Alex Sapot', 'Sally Catto', 'Debra Hayward', 'Alison Owen', 'Miranda de Pencier', 'Moira Walley-Beckett', 'Ken Girotti']","['Susan Murdoch', 'John Calvert']",['Bobby Shore'],N.A.
The Newsroom,170,TV Series,No,2012,2014,8.6,"131,000","1,427",60,['HBO'],United States,['Drama'],['HBO'],Aaron Sorkin,25,3,"['Jeff Daniels', 'Emily Mortimer', 'John Gallagher Jr.', 'Alison Pill', 'Thomas Sadoski', 'Dev Patel', 'Olivia Munn', 'Sam Waterston']","['Chris Chalk', 'Margaret Judson', 'Adina Porter', 'John F. Carpenter', 'Thomas Matthews', 'Trieu Tran', 'Wynn Everett', 'Charlie Weirauch', 'Riley Voelkel', 'Chris Messina', 'Jane Fonda', 'Grace Gummer', 'David Harbour', 'Marcia Gay Harden', 'Kelen Coleman']",['Aaron Sorkin'],['Aaron Sorkin'],"['Aaron Sorkin', 'Scott Rudin', 'Alan Poul', 'Paul Lieberstein', 'Denis Biggs']",N.A.,['Todd McMullen'],N.A.
Archer,171,TV Series,No,2009,2023,8.6,"172,000","3,017",22,"['FX', 'FXX']",United States,"['Animation', 'Comedy', 'Action', 'Adventure']","['Radical Axis', 'Floyd County Productions', 'FX Productions']",Adam Reed,140,14,"['H. Jon Benjamin', 'Judy Greer', 'Amber Nash', 'Chris Parnell', 'Aisha Tyler', 'Jessica Walter', 'Lucky Yates', 'Adam Reed', 'Dave Willis']","['Adam Reed', 'Dave Willis', 'Lucky Yates', 'George Coe', 'Tom Kane', 'Zebbie Gillispie', 'Christian Slater', 'Kayvan Novak', 'Jeffrey Tambor', 'Stephen Tobolowsky', 'Maggie Wheeler', 'Peter Newman', 'Ron Leibman', 'Leigh Jackson', 'Natalie Dew']",['Adam Reed'],N.A.,"['Adam Reed', 'Matt Thompson', 'Casey Willis']","['Jeff Fastner', 'Neal Holman', 'Chad Hurd', 'Eric Sims', 'Bryan Fordney']",N.A.,N.A.
Homicide: Life on the Street,172,TV Series,No,1993,1999,8.7,"15,600","5,602",45,['NBC'],United States,"['Drama', 'Crime', 'Mystery']","['Baltimore Pictures', 'MCEG/Sterling Entertainment', 'NBC Studios', 'Reeves Entertainment Group']",Paul Attanasio,122,7,"['Richard Belzer', 'Clark Johnson', 'Yaphet Kotto', 'Kyle Secor', 'Andre Braugher', 'Melissa Leo', 'Reed Diamond', 'Michelle Forbes', 'Jon Seda', 'Callie Thorne', 'Isabella Hofmann', 'Daniel Baldwin', 'Ned Beatty', 'Giancarlo Esposito', 'Peter Gerety', 'Michael Michele', 'Max Perlich', 'Toni Lewis', 'Jon Polito']","['Clayton LeBouef', 'Ralph Tabakin', 'Kristin Rohde', 'Ellen McElduff', 'Max Perlich', 'Austin Pendleton', 'Zeljko Ivanek', 'Harlee McBride', 'Gerald F. Gough', 'Lee Tergesen', 'Edie Falco', 'Wendy Hughes', 'Pamela Payton-Wright', 'Laurie Kennedy', 'Julie Lauren']",['Paul Attanasio'],N.A.,"['Tom Fontana', 'Barry Levinson', 'Henry Bromell', 'Jim Finnerty']","['Gail Mutrux', 'Julie Martin', 'James Yoshimura', 'Jorge Zamacona', 'Anya Epstein', 'David Simon']",N.A.,N.A.
Critical Role,173,TV Series,Yes,2015,,9.1,"13,900","91,541",42,['Alpha'],United States,"['Fantasy', 'Science Fiction', 'Action', 'Adventure', 'Drama', 'Comedy']",['Critical Role Productions'],Taliesin Jaffe,377,4,"['Matthew Mercer', 'Travis Willingham', 'Laura Bailey', 'Taliesin Jaffe', 'Ashley Johnson', ""Liam O'Brien"", 'Sam Riegel', 'Marisha Ray', 'Brennan Lee Mulligan']","['Matthew Mercer', 'Marisha Ray', 'Laura Bailey', 'Travis Willingham', 'Taliesin Jaffe', ""Liam O'Brien"", 'Sam Riegel', 'Ashley Johnson', 'Robbie Daymond', 'Orion Acaba', 'Aabria Iyengar', 'Bryan Wayne Foster', 'Aimee Carrero', 'Mary Elizabeth McGlynn', 'Christian Navarro']",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Boardwalk Empire,174,TV Series,No,2010,2014,8.6,"212,000","3,187",60,['HBO'],United States,"['Crime', 'Drama']","['Closest to the Hole Productions', 'Sikelia Productions', 'Leverage', 'Cold Front Productions']",Terence Winter,56,5,"['Steve Buscemi', 'Kelly Macdonald', 'Michael Shannon', 'Shea Whigham', 'Stephen Graham', 'Vincent Piazza', 'Michael Kenneth Williams', 'Paul Sparks', 'Michael Stuhlbarg', 'Anthony Laciura', 'Gretchen Mol', 'Jack Huston', 'Michael Pitt', 'Aleksa Palladino', 'Paz de la Huerta', 'Dabney Coleman', 'Jeffrey Wright', 'Charlie Cox', 'Bobby Cannavale', 'Ron Livingston', 'Ben Rosenfield']","['Lucy Gallina', 'Josie Gallina', 'Declan McTigue', 'Rory McTigue', 'Connor Noon', 'Brady Noon', 'Victor Verhaeghe', 'William Hill', 'Gretchen Mol', 'Erik Weiner', 'Robert Clohessy', 'Adam Mucci', 'Greg Antonacci', 'Peter McRobbie', 'Edward McGinty']",['Terence Winter'],N.A.,"['Terence Winter', 'Martin Scorsese', 'Mark Wahlberg', 'Tim Van Patten', 'Howard Korder', 'Stephen Levinson']",N.A.,N.A.,"['Kate Stanford', 'Tim Streeto']"
Dopesick,175,TV Mini Series,No,2021,2021,8.6,"86,800",492,62,['Hulu'],United States,"['Drama', 'Crime']","['Littlefield Company', 'Danny Strong Productions', 'John Goldwyn Productions', '20th Television']",Danny Strong,8,1,"['Michael Keaton', 'Peter Sarsgaard', 'Michael Stuhlbarg', 'Will Poulter', 'John Hoogenakker', 'Kaitlyn Dever', 'Rosario Dawson', 'Will Chase', 'Cleopatra Coleman']","['Mare Winningham', 'Ian Unterman', 'Jake McDorman', 'Phillipa Soo', 'Brendan Patrick Connor', 'Andrea Frankle', 'Arischa Conner', 'Winsome Brown', 'Andrés Erickson', 'Jaime Ray Newman', 'Lawrence Arancio', 'Raúl Esparza', 'Ray McKinnon', 'Deadra Moore', 'Alayna Hester']",['Danny Strong'],N.A.,"['Danny Strong', 'John Goldwyn', 'Warren Littlefield', 'Karen Rosenfelt', 'Barry Levinson', 'Beth Macy', 'Michael Keaton']",N.A.,['Checco Varese'],"['Douglas Crise', 'C. Chi-Yoon Chung', 'Matthew Barber']"
Mystery Science Theater 3000,176,TV Series,No,1988,1999,8.6,"27,000","19,806",120,"['Comedy Central', 'Syfy']",United States,"['Comedy', 'Fantasy', 'Science Fiction']","['HBO Downtown Productions', 'Shout Factory!', 'Best Brains', 'Alternaversal Productions', 'LLC', 'Satellite of Love', 'LLC', 'Abominable Pictures', 'Comedy Central']",Joel Hodgson,209,13,"['Kevin Murphy', 'Trace Beaulieu', 'Jim Mallon', 'Frank Conniff', 'Michael J. Nelson', 'Joel Hodgson', 'Mary Jo Pehl', 'Bill Corbett', 'Patrick Brantseg', 'J. Elvis Weinstein']","['Paul Chaplin', 'Michael J. Nelson', 'Bridget Jones Nelson', 'Beez McKeever', 'Mary Jo Pehl', 'Peter Rudrud', 'Patrick Brantseg', 'Bradley J. Keely', 'James Smith', 'Jim Mallon', 'Joel Hodgson', 'Frank Conniff', 'Robert Smith', 'Leonard Maltin', 'Jack Beaulieu']",['Joel Hodgson'],"['Trace Beaulieu  Joel Hodgson  Jim Mallon  Josh Weinstein  Kevin Murphy  Michael J. Nelson  Frank Conniff  Paul Chaplin  Bridget Jones  Mary Jo Pehl  Bill Corbett  Elliott Kalan', 'Trace Beaulieu', 'Joel Hodgson', 'Jim Mallon', 'Josh Weinstein', 'Kevin Murphy', 'Michael J. Nelson', 'Frank Conniff', 'Paul Chaplin', 'Bridget Jones', 'Mary Jo Pehl', 'Bill Corbett', 'Elliott Kalan']","['Jim Mallon  Joel Hodgson  Elliott Kalan  Harold Buchholz  Bob Emmer  Garson Foos  Richard Foos  Jonathan Stern  Tom Gates  Dan Lanigan  John T. Lyons  Amelia Kane Shannon  Greg Tally  Meredith Tally  Larry Tanz  Mike Aronow  David McIntosh  Aaron Meyerson', 'Jim Mallon', 'Joel Hodgson', 'Elliott Kalan', 'Harold Buchholz', 'Bob Emmer', 'Garson Foos', 'Richard Foos', 'Jonathan Stern', 'Tom Gates', 'Dan Lanigan', 'John T. Lyons', 'Amelia Kane Shannon', 'Greg Tally', 'Meredith Tally', 'Larry Tanz', 'Mike Aronow', 'David McIntosh', 'Aaron Meyerson']","['Kevin Murphy', 'Ivan Askwith', 'David Soldinger', 'Jonah Ray']",N.A.,N.A.
Yeh Meri Family,177,TV Series,Yes,2018,,9.0,"26,200",749,30,['Amazon miniTV'],India,"['Family', 'Drama']","['The Viral Fever Media Labs', 'Sunshine Productions']",Sameer Saxena,22,4,"['Rajesh Kumar', 'Juhi Parmar', 'Hetal Gada', 'Anngad Raaj', 'Veena Mehta', 'Vishesh Bansal', 'Mona Singh', 'Akarsh Khurana', 'Ahan Nirban', 'Ruhi Khan', 'Prasad Reddy', 'Revathi Pillai', 'Brij Bhushan Shukla']","['Jinal Dakalia', 'Supavitra Babul', 'Pravin Prabhakar Waghmare', 'Kamran Shah', 'Neha Khatri', 'Subhasish Chakrabarty', 'Varun Pareek', 'Lata Shukla', 'Sangeeta Balachandran', 'Lokesh Mittal', 'Sajid Hussain', 'Avtar Vashnani', 'Takesingh Chouhan', 'Sarwam Kulkarni', 'Yana Mirchandani']",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Justified,178,TV Series,No,2010,2015,8.6,"126,000","3,421",44,['FX'],United States,"['Drama', 'Crime']","['Sony Pictures Television', 'Rooney McP Productions', 'Timberman/Beverly Productions', 'Nemo Films', 'FX Productions']",Graham Yost,78,6,"['Timothy Olyphant', 'Walton Goggins', 'Nick Searcy', 'Joelle Carter', 'Jacob Pitts', 'Erica Tazel', 'Natalie Zea', 'Jere Burns']","['David Meunier', 'Raymond J. Barry', 'Damon Herriman', 'Jere Burns', 'Jeremy Davies', 'Rick Gomez', 'Jesse Luken', 'Mykelti Williamson', 'Jim Beaver', 'Kaitlyn Dever', 'Demetrius Grosse', 'Michael Rapaport', 'Justin Welborn', 'Neal McDonough', 'Abby Miller']",N.A.,N.A.,"['Elmore Leonard', 'Graham Yost', 'Fred Golan', 'Michael Dinner', 'Sarah Timberman', 'Carl Beverly', 'Dave Andron', 'Don Kurt', 'Timothy Olyphant', 'Taylor Elmore', 'Benjamin Cavell', 'Chris Provenzano']",N.A.,['Francis Kenny'],N.A.
The Bugs Bunny Show,179,TV Series,No,1960,1975,8.6,"36,700","2,340",30,"['ABC', 'CBS']",United States,"['Animation', 'Comedy', 'Family']",N.A.,N.A.,78,3,[],[],N.A.,N.A.,"['David H. DePatie', 'Friz Freleng', 'William L. Hendricks', 'Peter Morales', 'Andrew Stein', 'Hal Geer', 'Steven S. Greene', 'Kathleen Helppie-Shipley', 'Jean H. MacCurdy', 'Lorri A. Bond']",['Friz Freleng Chuck Jones'],N.A.,N.A.
